Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
1738,www.drei.at,Vienna,2018-02-27T00:45:13.769512Z,3.5088376853924665,309.959,46706861.743477084,93013818.49787016,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:45:37.162833Z,3.5088376853924665,22.35,46145814.641559884,92556066.7744486,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:45:59.229342Z,3.5088376853924665,21.985,48294769.69972285,91541903.52124223,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:46:20.815601Z,3.5088376853924665,22.026,43120389.07235743,91239194.27718939,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:46:42.680413Z,3.5088376853924665,23.156,45620766.98937079,93019275.241707,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:47:05.157041Z,3.5088376853924665,21.819,48233959.447104976,80702419.25573295,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:47:27.102430Z,3.5088376853924665,21.179,46606431.243747205,89647667.21367155,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:47:49.107453Z,3.5088376853924665,21.275,48128041.179596476,90802203.4955668,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:48:10.888651Z,3.5088376853924665,21.183,48071844.05803187,74231296.20886563,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:48:32.722315Z,3.5088376853924665,21.248,48300031.3994898,91267131.28767113,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:48:54.359098Z,3.5088376853924665,284.697,48264843.82028841,91259492.17810102,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:49:17.515436Z,3.5088376853924665,21.092,42093348.809755236,92864847.53992695,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:49:39.452877Z,3.5088376853924665,21.037,48001492.75117688,92372732.52500975,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:50:01.258651Z,3.5088376853924665,21.249,48144165.398639925,92551747.77659976,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:50:24.850134Z,3.5088376853924665,33.332,48037108.02184032,92838630.7094289,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:50:46.598210Z,3.5088376853924665,21.947,48078394.13305801,78480247.19621995,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:51:08.490084Z,3.5088376853924665,21.823,48265091.247491345,85358618.07005203,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:51:30.161367Z,3.5088376853924665,21.821,46258818.04973259,95448151.53798917,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:51:52.073946Z,3.5088376853924665,21.952,48225441.17413836,89563635.07456109,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:52:14.320472Z,3.5088376853924665,24.739,41391808.62776724,95222582.39299494,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:52:36.969737Z,3.5088376853924665,21.016,48307206.909408174,92846742.56231333,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:52:58.497163Z,3.5088376853924665,21.012,46435884.40639007,91849538.22144488,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:53:20.530999Z,3.5088376853924665,21.408,43788565.269406565,94549866.49637932,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:53:42.117142Z,3.5088376853924665,21.079,48412604.39947599,94873218.02698742,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:54:04.918886Z,3.5088376853924665,21.247,48172898.64172978,79916145.05494566,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:54:27.834365Z,3.5088376853924665,21.139,46498377.96702439,93949130.7371579,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:54:50.049699Z,3.5088376853924665,21.139,47456290.31787703,94338202.62738618,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:55:11.906545Z,3.5088376853924665,21.161,48346432.29833415,87209531.86196287,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:55:33.482789Z,3.5088376853924665,21.153,48200827.17657756,94715456.12542479,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:55:55.073753Z,3.5088376853924665,21.778,48249064.70925986,94290391.09730425,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:56:16.883704Z,3.5088376853924665,22.187,42016688.65008862,94554588.57984635,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:56:39.148584Z,3.5088376853924665,21.953,48237400.33591563,72873924.28760715,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:57:02.480425Z,3.5088376853924665,21.915,48310543.121883385,94575727.9746783,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T00:57:25.909178Z,3.5088376853924665,22.037,48346087.034606524,94804586.13068052,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:57:47.417152Z,3.5088376853924665,23.303,46622703.40115924,94705014.4322087,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:58:09.288914Z,3.5088376853924665,21.071,48372593.000356264,93787881.96639176,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:58:30.870732Z,3.5088376853924665,21.021,48308738.26368793,94462257.30255589,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:58:52.622058Z,3.5088376853924665,21.159,48267093.74927921,94500703.223297,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T00:59:14.152621Z,3.5088376853924665,20.905,41368873.40374167,94294585.91802067,,213.164.24.3
5351,UPC,Vienna,2018-02-27T00:59:37.522464Z,3.5088376853924665,274.476,48318603.93100861,94607285.97407158,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:00:08.380856Z,3.5088376853924665,65.38,36961578.33703632,70034563.69807163,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:00:33.468734Z,3.5088376853924665,288.663,46351223.96264879,94654901.90150596,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:00:56.615689Z,3.5088376853924665,21.326,48090688.76140468,94598579.13828772,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:01:18.505160Z,3.5088376853924665,21.226,43233720.529534526,94128090.34049563,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:01:40.221660Z,3.5088376853924665,21.687,48027886.52686152,94022195.77228534,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:02:02.333723Z,3.5088376853924665,22.318,47675648.875799276,94270346.4634563,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:02:23.960184Z,3.5088376853924665,21.582,40731227.412347674,94415604.89553799,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:02:45.741585Z,3.5088376853924665,22.127,46656779.7285733,94839108.68565138,,213.164.24.3
1738,www.drei.at,Vienna,2018-02-27T01:03:08.338735Z,3.5088376853924665,22.155,48303634.69081942,90833159.1998889,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:03:30.014195Z,3.5088376853924665,23.103,48432689.62106627,94540183.18608062,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:03:51.584342Z,3.5088376853924665,20.989,44801581.07917927,94517859.28128149,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:04:13.728927Z,3.5088376853924665,21.055,46343060.22234522,80500705.76966521,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:04:35.928393Z,3.5088376853924665,21.074,46048449.604388185,94662950.92819355,,213.164.24.3
6260,A1 Telekom Austria AG,Vienna,2018-02-27T01:04:58.034316Z,3.5088376853924665,20.944,48087509.558874756,94699138.32244755,,213.164.24.3
5351,UPC,Vienna,2018-02-27T01:05:19.659088Z,3.5088376853924665,21.104,42489028.33693316,95183875.78813338,,213.164.24.3
